longitude,latitude,target_no,target_name,type,subtype,dimensions_ft,top_of_target_depth_ft,water_depth_ft,material,Type (New),Class (New),Subclass (New),target_description,css_surveyed,css_survey_date,css_dimensions,css_water_depth_ft,css_historically_explored,css_description,css_url,dcs_target_no,dcs_scuba_footage,dcs_scuba_date,dcs_dimensions,dcs_notes,dcs_history_url,dcs_video_url,luvm_url,sc_newly_uncovered,sc_rov_dive_date,sc_top_of_target_ft,sc_water_depth_ft,sc_video_url,sc_current_footage_status,sc_initial_footage_status,sc_howto_access
-122.3293027,47.6325647,LU062,Gypsy Queen (YMS105),Shipwreck,Yard Class Minesweeper,TBD,#N/A,40,Metal,Vessel,Shipwreck,Metal,"Shipwreck City Data
Note: This target has not yet been explored by the Shipwreck City team, though it has been surveyed and dived by other researchers. The following is compiled from those prior third-party surveys and public records, not our own ROV/dive data.
Target LU62 is logged as the wreck of the Gypsy Queen, per Coastal Sensing & Survey's target log. LU62 is the Wreck of the Gypsy Queen, catalogued alongside neighboring targets in the same survey pass: LU63, a double-ender sailboat, LU64, a wooden pleasure craft, and LU65, a cannery tender. She rests in about 40 feet of water at the south end of Lake Union, sitting upright, as it would have been in her mooring. Original specifications: length of 136 feet, beam 25 feet 7.5 inches, draft 8 feet 6 inches, and it displaced 245 tons. The hull remains coated in algae and mud, but divers have found rooms and corridors, even a mess, still walkable inside the submerged structure.
(Once Shipwreck City conducts its own pass: exact GPS position, current sonar return dimensions, marine growth/biofouling levels, any visible armament mounts or hardware, debris in the surrounding area, and a confirmed current depth — sources conflict between 25 ft and 40 ft.)
Prior Research and Theories
The wreck was first identified and logged in a Coastal Sensing & Survey field entry dated January 28, 2020, covering a five-target cluster (LU62–LU66) in the same area. Earlier still, diver Dan Warter's underwater video, loaded in January 2011, and a companion piece by Chris Borgen documented the wreck in clear conditions, building on the visual record established by the Lake Union Virtual Museum and the DCS Films archive. UW oceanography students later produced a sub-inch-resolution sonar scan of the wreck as part of a seafloor-mapping course. It's not known exactly when the Queen sank in Lake Union, though written accounts place her final owners' plans, and the boat's disappearance, in the years just after 1968.
Additional Context
The YMS-105 was laid down May 13, 1941 by Frank L. Sample Jr. Inc. at Boothbay Harbor, Maine, launched March 10, 1942, and completed that July. She carried one 3-inch .50 caliber anti-aircraft gun, four .50 caliber machine guns, two 20mm guns, and two depth charge projectors, stocking eight 300-pound depth charges, and could reach 15 knots on twin 880-BHP diesel engines. From 1942–1944 she served with the Eastern Sea Frontier, a coastal command patrolling from Canada to Jacksonville under Vice-Admiral Adolphus Andrews, before later duty in the Pacific. She was decommissioned April 17, 1946, and passed through roughly 13 owners — briefly known as the Emerson — before Thomas Stanley ""Stan"" Hill and his wife Alice bought her in 1958 and renamed her Gypsy Queen. Hill's plan was ambitious: use the Queen as a floating fish-processing plant, pair it with a trawler he named the Gypsy Trader, and tow the whole operation to Alaska with a tug called the Gypsy Too. The plan unraveled in stages — the Gypsy Too burned in 1965, and the Gypsy Trader sank in April 1968 — before the Gypsy Queen herself eventually went down in Lake Union, still fitted with the refrigeration equipment and generators Hill had installed for that final voyage.",No,NA,TBD,40,Yes,Gypsy Queen (YMS105),https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU62,26,yes,NA,NA,NA,http://www.dcsfilms.com/Site_4/YMS_105.html,"https://youtu.be/i42ZglIl_LU?si=zPqSMah3WNudZxu2, https://youtu.be/ujMC8WAhbIg?si=DvhDF2FLjSPu3Rox",http://www.lakeunionhistory.org/Gypsy_Queen.html,no,NA,,,NA,Historical Footage,Historical Footage,Lake Union Dry Dock Piers
-122.328933,47.6322,LU063,Wooden Sloop,Shipwreck,Small wooden sloop,NA,n/a,,Wood,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,NA,NA,NA,NA,NA,NA,NA,27,yes,NA,NA,personal sailboat,http://www.dcsfilms.com/Site_4/Lake_Union_sloop.html,https://youtu.be/0sxbKmgkCqQ?si=hgwgDBTah-tQjFsL,NA,no,NA,NA,NA,NA,Historical Footage,Historical Footage,Lake Union Dry Dock Piers
-122.3288222,47.6326797,LU064,Wooden Pleasure Craft ( ___ANN),Shipwreck,Wooden Pleasure Craft,TBD,#N/A,40,Wood,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,NA,40,Yes,Wooden Pleasure Craft,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU64,28,yes,NA,NA,pleasure craft ___ANN,http://www.dcsfilms.com/Site_4/Lake_Union_sloop.html,https://youtu.be/0sxbKmgkCqQ?si=FF8wBUAq9N8_ahtg,NA,no,NA,NA,NA,NA,Historical Footage,Historical Footage,Lake Union Dry Dock Piers
-122.3286632,47.6325326,LU065,Cannery Tender,Shipwreck,Cannery Tender,TBD,#N/A,40,Metal,Vessel,Shipwreck,Metal,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,NA,40,Yes,Cannery Tender,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU65,29,yes,NA,NA,NA,http://www.dcsfilms.com/Site_4/Lake_Union_cannery_tender.html,"https://youtu.be/MPdt7ysqP_A?si=QgISx3mTvmRHL4Ll, https://youtu.be/j9EGgB4O8b8?si=uSLPfmQwepqfIZO9",http://www.lakeunionhistory.org/Cannery_Tender.html,no,NA,,,NA,Historical Footage,Historical Footage,Lake Union Dry Dock Piers
-122.3281916,47.6310925,LU066,Previous Harley Davidson Site,Vehicle,Stated to have been removed along with unnamed partial Barge with Bridge repair,NA,#N/A,15,Metal,Vessel,Car Wreck,Metal,SDOT likely removed as part of eastlake way bidge project,No,NA,TBD,15,Yes,Stated to have been removed along with unnamed partial Barge with Bridge repair,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU66,25,yes,NA,NA,motorcycle,http://www.dcsfilms.com/Site_4/Harley_Davidson.html,https://vimeo.com/23784248?fl=pl&fe=sh,NA,no,3June2026,,,NA,Updated Footage,Historical Footage,Next to LUDD
-122.3280893,47.6336477,LU067,Likely Barge,Unknown,Likely Barge,TBD,#N/A,40,Unknown,Vessel,Barge Wreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Likely Barge,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU67,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
-122.3279334,47.6339252,LU068,Likely Barge,Barge,Barge,TBD,#N/A,40,Unknown,Vessel,Barge Wreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,28' x 8',40,No,Barge,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU68,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
-122.3323852,47.6356183,LU069,Likely Barge,Shipwreck,Boat Partially in Mud,28' x 8',#N/A,40,Unknown,Vessel,Barge Wreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,NA,40,No,Boat Partially in Mud,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU69,NA,NA,NA,NA,NA,NA,,NA,no,2June2026,,,NA,First Footage,No Footage,Boat
-122.329419,47.6344759,LU070,Ladder Debris Field,Debris,Dry Dock Debris - Multiple Ladders - Possible Barge Tucked under Dock,NA,#N/A,40,Metal,Debris,Man Made,Metal,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Dry Dock Debris - Multiple Ladders - Possible Barge Tucked under Dock,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU70,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
-122.3298851,47.6363333,LU071,Pleasure Craft,Unknown,Hard Return - Poor Image far Under Dock,TBD,#N/A,40,Unknown,Vessel,Shipwreck,Metal,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,9' x 5',40,No,Hard Return - Poor Image far Under Dock,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU71,NA,NA,NA,NA,NA,NA,,NA,no,2June2026,,,NA,First Footage,No Footage,Terry Pettus Park
-122.333441,47.6364877,LU072,Debris,Unknown,Unknown Debris Item with Cable. Looks like two small boats on Lowrance Data - Better angle.,9' x 5',#N/A,40,Unknown,Debris,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,12',40,No,Unknown Debris Item with Cable. Looks like two small boats on Lowrance Data - Better angle.,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU72,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Boat
-122.3339546,47.6370577,LU073,Possible Airplane Drop Tank,Unknown,Unknown Debris Item. Possible small Boat.,12',#N/A,40,Unknown,Debris,Plane Wreck,Metal,"Shipwreck City Data
This target has been explored by Shipwreck City but remains unidentified. It is currently classified under debris, with a likely subtype of plane wreck given its metal construction. Resting in 40 feet of water, the object measures roughly 12 feet in length and has a tapered, cylindrical shape consistent with an aircraft wing drop tank. The object is partially submerged in the lakebed sediment, with only its upper surface exposed. A significant breach or damaged section is visible along the midsection, torn open and coated in algae and biofouling around the exposed edges, while the tapered end shows visible flanges and what appear to be plumbing attachments. The extent of the damage makes it difficult to determine whether it occurred on impact, during sinking, or through decades of degradation. A follow-up dive is recommended to confirm the identification and inspect the attachment points and damaged section more closely.
Prior Research and Theories
This target has been logged twice by Coastal Sensing & Survey under LU73: an initial entry from January 28, 2020 recorded simply as an unknown target, and a later entry from August 22, 2021 identifying it as a kayak. That identification differs from the drop-tank theory suggested by the more recent Shipwreck City imagery, so the two accounts should be reconciled on a future dive.
Additional Context
This target has not been historically identified. If confirmed as a drop tank, it would fit a well-documented pattern of these tanks getting a second life after military service. Jettisoned drop tanks from downed or returning aircraft have been repurposed by civilians as boats in multiple documented cases — from Vietnamese farmers who split Vietnam War-era tanks into functional river canoes, still in use decades later, to WWII airmen in the Pacific who built drop-tank multihull sailing racers of their own. If this object saw similar reuse, it may represent a small custom-built or repurposed craft rather than a straightforward discarded tank, which would also help explain the ""possible small boat"" classification in its original naming.",Yes,NA,35',40,No,Unknown Debris Item. Possible small Boat.,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU73,NA,NA,NA,NA,NA,NA,,NA,no,2June2026,,,NA,First Footage,No Footage,Boat
-122.3315968,47.6384343,LU074,Bulwarks Boat,Shipwreck,Bulwarks Boat,35',#N/A,4.5,Unknown,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,TBD,4.5,Yes,Bulwarks Boat,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU74,NA,NA,NA,NA,NA,NA,,NA,no,2June2026,,,NA,First Footage,No Footage,Flo Villa Houseboat Pier ?
-122.3340273,47.6393933,LU075,Wooden Debris,Unknown,TBD,TBD,#N/A,40,Unknown,Debris,Man Made,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes - Need HR Scan,NA,24' x 8',40,No,TBD,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU75,NA,NA,NA,NA,NA,NA,,NA,no,2June2026,,,NA,First Footage,No Footage,Boat
-122.3327699,47.6401027,LU076,DARE-LES (WN 3986 D),Shipwreck,Fiberglass boat with cabin,24' x 8',#N/A,40,Fiberglass,Vessel,Shipwreck,Fiberglass,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,25' x 4',40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU76,NA,NA,NA,NA,NA,NA,,NA,no,6May2026,,,NA,First Footage,No Footage,Boat
-122.3329749,47.6401985,LU077,Small Wooden Boat,Shipwreck,Small wooden boat,25' x 4',#N/A,40,Unknown,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,35',40,No,Dock Section,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU77,NA,NA,NA,NA,NA,NA,,NA,no,6May2026,,,NA,First Footage,No Footage,Boat
-122.3322915,47.6402997,LU078,Betty W.,Shipwreck,35' wooden vessel with cabin,35',#N/A,40,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,NA,40,Yes,35' sailing vessel,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU78,NA,NA,NA,NA,NA,NA,,NA,no,6May2026,,,NA,First Footage,No Footage,Boat
-122.3324875,47.6423027,LU079,Debris field,Unknown,Unknown Debris Item - possibly near net or tarp in mud.,NA,#N/A,40,Unknown,Debris,Unknown,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,NA,40,No,Unknown Debris Item - possibly near net or tarp in mud.,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU79,NA,NA,NA,NA,NA,NA,,NA,no,6May2026,,,NA,First Footage,No Footage,Boat
-122.3322265,47.642335,LU080,Debris field,Unknown,Unknown Debris Items with Elevation,NA,#N/A,40,Unknown,Debris,Unknown,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,TBD,40,No,Unknown Debris Items with Elevation,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU80,NA,NA,NA,NA,NA,NA,,NA,no,6May2026,,,NA,First Footage,No Footage,Boat
-122.3300108,47.6429257,LU081,Small Metal Boat with Docks,Shipwreck,Small Metal Boat with sunken docks nearby,TBD,#N/A,NA,Metal,Vessel,Shipwreck,Metal,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,TBD,NA,No,Small Boat - Need new scan,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU81,NA,NA,NA,NA,NA,NA,,NA,no,6May2026,,,NA,First Footage,No Footage,Chinook Lake Union Boat Moorage
-122.3243413,47.6532356,LU082,Work Boat,Shipwreck,"Unknown work boat, with wood / concrete dock adjacent",TBD,#N/A,35,Metal,Vessel,Shipwreck,Mixed Materials,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,TBD,35,No,Unknown Wreckage - Likely Boat,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU82,NA,NA,NA,NA,NA,NA,,NA,no,4May2026,,,NA,First Footage,No Footage,Ivar's Salmon House
-122.323888,47.653416,LU083,Small Wood Barge,Barge,Barge and Debris Against Bulkhead,TBD,#N/A,20,Wood,Vessel,Barge Wreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,24' x 12',20,No,Barge and Debris Against Bulkhead,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU83,NA,NA,NA,NA,NA,NA,,NA,no,4May2026,,,NA,First Footage,No Footage,Ivar's Salmon House
-122.3266395,47.6526364,LU084,Metal Barge,Barge,Barge near end of Dock Pilings & Stormwater Outfall,24' x 12',#N/A,30,Metal,Vessel,Barge Wreck,Metal,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,TBD,30,No,Barge near end of Dock Pilings & Stormwater Outfall,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU84,NA,NA,NA,NA,NA,NA,,NA,no,4May2026,,,NA,First Footage,No Footage,boat
-122.3319167,47.6295167,LU085,Gypsy Trader,Shipwreck,Shipwreck,TBD,#N/A,40,Unknown,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,14' x 4.5',40,Yes,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU85,26,no?,NA,NA,NA,http://www.dcsfilms.com/Site_4/gypsy_trader.html,,NA,no,NA,,,NA,Historical Footage,Historical Footage,Moss Bay Piers ?
-122.3326612,47.6398464,LU086,Small Wooden Boat,Shipwreck,Small wooden boat,14' x 4.5',#N/A,40,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,14',40,No,Row Boat,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU86,NA,NA,NA,NA,NA,NA,,NA,no,6May2026,,,NA,First Footage,No Footage,Boat
-122.3309114,47.6321552,LU087,Kayak (Resonance Brand),Shipwreck,Kayak,14',#N/A,40,Unknown,Debris,Man Made,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,45' x 15',40,No,Kayak,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU87,NA,NA,NA,NA,NA,NA,,NA,no,3June2026,,,NA,First Footage,No Footage,Boat
-122.3415698,47.6417884,LU088,Possible Sailboat,Shipwreck,Large vessel under dock possible sailboat,45' x 15',#N/A,40,Unknown,Vessel,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Large vessel under dock possible sailboat,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU88,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,Signature Yachts Pier ?
-122.3421089,47.6444762,LU089,Debris field,Shipwreck,Shipwreck - Odd angle on sonar,TBD,#N/A,40,Unknown,Debris,Man Made,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,24' x8',40,No,Shipwreck - Odd angle on sonar,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU89,NA,NA,NA,NA,NA,NA,,NA,no,2June2026,,,NA,First Footage,No Footage,Boat
-122.346392,47.6456063,LU090,Shipwerck,Shipwreck,Shipwreck,24' x8',#N/A,40,Unknown,Vessel,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,35' x 8',40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU90,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,The Old Boathouse ?
-122.3465488,47.6456792,LU091,Shipwreck,Shipwreck,Shipwreck,35' x 8',#N/A,40,Unknown,Vessel,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,25',40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU91,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,The Old Boathouse ?
-122.3466827,47.6457612,LU092,Shipwreck,Shipwreck,Shipwreck,25',#N/A,40,Unknown,Vessel,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,12' x 5',40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU92,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,The Old Boathouse ?
-122.3466169,47.6453658,LU093,Shipwreck,Shipwreck,Shipwreck - Small tender,12' x 5',#N/A,40,Unknown,Vessel,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,14,40,No,Shipwreck - Small tender,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU93,NA,NA,NA,NA,NA,NA,,NA,no,NA,,,NA,No Footage,No Footage,The Old Boathouse ?
-122.3335132,47.6414172,LU094,Fiberglass Rowboat,Shipwreck,Unknown Fiberglass Rowboat / Canoe,14,#N/A,40,Unknown,Vessel,Shipwreck,Fiberglass,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,15' x 6',40,No,Canoe,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU94,NA,NA,NA,NA,NA,NA,,NA,no,6May2026,,,NA,First Footage,No Footage,Boat
-122.33444,47.64058,LU095,Wooden Boat,Shipwreck,Wooden boat,15' x 6',#N/A,40,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,14' x 4.5',40,No,Dinghy,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU95,NA,NA,NA,NA,NA,NA,,NA,no,"5May2026, 6May2026",,,NA,First Footage,No Footage,Boat
-122.3344565,47.6405827,LU096,Fiberglass Boat (WN 7352 JD),Shipwreck,Fiberglass boat,14' x 4.5',#N/A,40,Fiberglass,Vessel,Shipwreck,Metal,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,NA,40,No,Dinghy,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU96,NA,NA,NA,NA,NA,NA,,NA,no,"5May2026, 6May2026",,,NA,First Footage,No Footage,Boat
-122.3235765,47.6530563,LU097,Cables,Infrastructure,Cable Area,NA,#N/A,20,Mixed (Debris),Debris,Man Made,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,NA,20,No,Cable Area,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU97,NA,NA,NA,NA,NA,NA,,NA,no,4May2026,,,NA,First Footage,No Footage,Ivar's Salmon House
-122.3373284,47.64503173,LU098,Pleasure Craft,Shipwreck,Pleasure craft,24 x 8,#N/A,23,Metal,Vessel,Shipwreck,Mixed Materials,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,23,No,n/a,n/a,NA,NA,NA,NA,NA,NA,,NA,yes,13Dec2025,,,https://www.youtube.com/watch?v=MPLPYdXKrpQ,First Footage,No Footage,Gas Works Park
-122.3910028,47.66586737,LU099,"Onondaga (Arctic Explorer, WPG-79)",Shipwreck,Coast Guard Cutter (light ice breaker),165 x 36,#N/A,4,Metal,Vessel,Shipwreck,Metal,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!). The Onondaga has a rich history, explained on her Wikipedia page (https://en.wikipedia.org/wiki/USCGC_Onondaga)",No,NA,NA,4,NA,NA,NA,36,no?,NA,"165 x 36 x 13'7""","Coast Guard ""A"" Class cutter",NA,,NA,no,12Apr2026,,,NA,Updated Footage,Historical Footage,Stabbert Marina
-122.3909559,47.66607402,LU100,Cruising Vessel,Shipwreck,Cruising Vessel,Unknown,#N/A,TBD,Fiberglass,Vessel,Shipwreck,Fiberglass,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,TBD,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,no,12Apr2026,,,NA,Updated Footage,Historical Footage,Stabbert Marina
-122.3908948,47.66607493,LU101,Cruising Vessel,Shipwreck,Cruising Vessel,Unknown,#N/A,TBD,Fiberglass,Vessel,Shipwreck,Mixed Materials,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,TBD,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,no,12Apr2026,,,NA,Updated Footage,Historical Footage,Stabbert Marina
-122.355326,47.64996174,LU102,Car (V6),Vehicle,Car,Unknown,#N/A,TBD,Metal,Vessel,Car Wreck,Metal,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!). This car was first reported by the Puget Soundkeeper Alliance on January 21st, 2025. Their field team stumbled upon the car while conducting ROV dives in the area.",No,NA,NA,TBD,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,no,3June2026,,,NA,Updated Footage,Historical Footage,Stabbert Marina
-122.33802,47.62804,LU103,Smalll Wooden Boat,Shipwreck,Small wooden boat,Unknown,#N/A,TBD,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,TBD,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,yes,6May2026,,,NA,First Footage,No Footage,MOHAI Park
-122.338353,47.627524,LU104,Small Dock,Infrastructure,Small dock,15' x 6',#N/A,TBD,Wood,Infrastructure ,Unknown,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,TBD,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,yes,5May2025,,,NA,First Footage,No Footage,MOHAI Park
-122.329833,47.636574,LU105,Barge and Trailer (The Dump),Barge,"Small barge, trailer, debris field",NA,#N/A,NA,Metal,Debris,Man Made,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,yes,2June2026,,,NA,First Footage,No Footage,Boat
-122.345848,47.648319,LU106, Wooden Wreck,Shipwreck,Wooden boat,22 x 8,#N/A,3,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,3,Na,NA,NA,NA,NA,NA,NA,NA,NA,,NA,no,30June2026,,,NA,First Footage,No Footage,Seacraft Yacht Sales Piers
-122.346517,47.64855,LU107,Small Wooden Boat,Shipwreck,Small wooden boat,15 x 5,n/a,,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,41,yes,NA,15' x 5',"15' Length, 5' Width",http://www.dcsfilms.com/Site_4/Lake_Union_boats_sink.html,https://vimeo.com/35357451?fl=pl&fe=sh,NA,no,NA,NA,NA,NA,Historical Footage,Historical Footage,Lake Washington Rowing Club
-122.338281,47.635528,LU108,Tree Trunks,Debris,Tree Trunks,NA,n/a,NA,Wood,Debris,Organic,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,5,yes,NA,NA,Tree Trunks,http://www.dcsfilms.com/Site_4/Sea_Bee.html,https://youtu.be/OvlHtjmf_Mo?si=uWwzObgkc5yHEVzG,NA,no,NA,NA,NA,NA,Historical Footage,Historical Footage,Boat
-122.33372,47.628798,LU109,Geological Feature,,,15' x 8',n/a,NA,,Geology,Geology,Geology,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,5May2026,NA,NA,NA,First Footage,No Footage,Boat
